Customer_ID,Customer_Name,Gender,Age,City,State,Customer_Segment
C00100,Ayaan Banerjee,Male,48,Ahmedabad,Gujarat,New Patient
C00101,Diya Banerjee,Female,48,Bengaluru,Karnataka,Premium Patient
C00102,Suresh Iyer,Male,33,Surat,Gujarat,Chronic Patient
C00103,Naveen Bose,Male,26,New Delhi,Delhi,Regular Patient
C00104,Fatima Mishra,Female,49,Surat,Gujarat,Chronic Patient
C00105,Gaurav Kaur,Male,37,Bhopal,Madhya Pradesh,New Patient
C00106,Krishna Bhat,Male,34,Mysuru,Karnataka,Regular Patient
C00107,Neha Kaur,Female,55,New Delhi,Delhi,Chronic Patient
C00108,Kavya Mehta,Female,43,Chennai,Tamil Nadu,Chronic Patient
C00109,Dhruv Ahmed,Male,66,Patna,Bihar,Chronic Patient
C00110,Ishaan Khan,Male,53,Bhubaneswar,Odisha,Regular Patient
C00111,Swati Kaur,Female,32,Mumbai,Maharashtra,Regular Patient
C00112,Radha Rao,Female,55,Chennai,Tamil Nadu,New Patient
C00113,Arjun Desai,Male,50,Jaipur,Rajasthan,New Patient
C00114,Dhruv Chauhan,Male,32,Mumbai,Maharashtra,Chronic Patient
C00115,Aanya Iyer,Female,36,Coimbatore,Tamil Nadu,Regular Patient
C00116,Nisha Mehta,Female,54,Jaipur,Rajasthan,New Patient
C00117,Ayaan Bhat,Male,18,Mumbai,Maharashtra,Regular Patient
C00118,Anjali Iyer,Female,18,Chennai,Tamil Nadu,Regular Patient
C00119,Kabir Verma,Male,47,Coimbatore,Tamil Nadu,Regular Patient
C00120,Fatima Kaur,Female,46,Coimbatore,Tamil Nadu,New Patient
C00121,Kavita Bhat,Female,48,Bengaluru,Karnataka,Chronic Patient
C00122,Ira Chauhan,Female,46,Coimbatore,Tamil Nadu,Regular Patient
C00123,Radha Ahmed,Female,51,Pune,Maharashtra,Chronic Patient
C00124,Sameer Shah,Male,64,Surat,Gujarat,Premium Patient
C00125,Sunita Shah,Female,44,Hyderabad,Telangana,Regular Patient
C00126,Radha Das,Female,22,Indore,Madhya Pradesh,New Patient
C00127,Kriti Joshi,Female,18,New Delhi,Delhi,Premium Patient
C00128,Aarav Shah,Male,39,Indore,Madhya Pradesh,Regular Patient
C00129,Yash Kapoor,Male,39,New Delhi,Delhi,Regular Patient
C00130,Pooja Chauhan,Female,24,Kochi,Kerala,Regular Patient
C00131,Pranav Kaur,Male,18,Chennai,Tamil Nadu,Regular Patient
C00132,Priya Pillai,Female,38,Indore,Madhya Pradesh,Chronic Patient
C00133,Ira Khan,Female,71,Patna,Bihar,Regular Patient
C00134,Priya Patel,Female,50,Patna,Bihar,New Patient
C00135,Diya Patel,Female,49,Mumbai,Maharashtra,New Patient
C00136,Deepa Gupta,Female,41,Chennai,Tamil Nadu,Regular Patient
C00137,Yash Rao,Male,39,Bengaluru,Karnataka,Premium Patient
C00138,Tanya Patel,Female,52,Bengaluru,Karnataka,Regular Patient
C00139,Pranav Desai,Male,26,Kanpur,Uttar Pradesh,Chronic Patient
C00140,Deepa Bose,Female,76,Patna,Bihar,Premium Patient
C00141,Rajesh Pillai,Male,27,Bhubaneswar,Odisha,Chronic Patient
C00142,Siddharth Ahmed,Male,53,Bengaluru,Karnataka,Regular Patient
C00143,Nikhil Chauhan,Male,28,Nagpur,Maharashtra,New Patient
C00144,Riya Desai,Female,46,Bengaluru,Karnataka,Regular Patient
C00145,Kavita Banerjee,Female,55,Bhopal,Madhya Pradesh,Regular Patient
C00146,Varun Chatterjee,Male,19,Chandigarh,Punjab,Chronic Patient
C00147,Divya Chatterjee,Female,29,Gurugram,Haryana,Chronic Patient
C00148,Manish Mehta,Male,30,Mumbai,Maharashtra,New Patient
C00149,Lakshmi Patel,Female,40,Gurugram,Haryana,Regular Patient
C00150,Aditya Patel,Male,48,Chennai,Tamil Nadu,New Patient
C00151,Varun Gupta,Male,72,Ahmedabad,Gujarat,Regular Patient
C00152,Rajesh Nair,Male,35,Mysuru,Karnataka,New Patient
C00153,Neha Kumar,Female,70,Mumbai,Maharashtra,New Patient
C00154,Isha Khan,Female,50,Mumbai,Maharashtra,Regular Patient
C00155,Yash Agarwal,Male,26,Jaipur,Rajasthan,Premium Patient
C00156,Yash Das,Male,42,New Delhi,Delhi,Premium Patient
C00157,Aditya Desai,Male,22,Hyderabad,Telangana,Premium Patient
C00158,Harish Bose,Male,39,Pune,Maharashtra,Premium Patient
C00159,Rekha Kapoor,Female,38,Pune,Maharashtra,Chronic Patient
C00160,Meera Bose,Female,46,Howrah,West Bengal,Regular Patient
C00161,Suresh Chauhan,Male,54,Gurugram,Haryana,Regular Patient
C00162,Swati Chatterjee,Female,43,Kochi,Kerala,Chronic Patient
C00163,Shreya Sharma,Female,28,Chennai,Tamil Nadu,Premium Patient
C00164,Radha Sharma,Female,79,Gurugram,Haryana,Regular Patient
C00165,Naveen Chatterjee,Male,66,New Delhi,Delhi,Regular Patient
C00166,Vivaan Rao,Male,73,Mumbai,Maharashtra,New Patient
C00167,Pranav Das,Male,41,Kolkata,West Bengal,Regular Patient
C00168,Karthik Mehta,Male,49,Pune,Maharashtra,Premium Patient
C00169,Kavita Naidu,Female,40,Patna,Bihar,Regular Patient
C00170,Rohan Malhotra,Male,46,Kanpur,Uttar Pradesh,Premium Patient
C00171,Vihaan Desai,Male,47,Mysuru,Karnataka,Premium Patient
C00172,Harish Sharma,Male,24,New Delhi,Delhi,New Patient
C00173,Divya Chauhan,Female,39,Chennai,Tamil Nadu,New Patient
C00174,Nikhil Agarwal,Male,60,Nagpur,Maharashtra,Premium Patient
C00175,Aryan Kapoor,Male,59,Chennai,Tamil Nadu,Regular Patient
C00176,Deepa Khan,Female,39,Gurugram,Haryana,Chronic Patient
C00177,Yash Sharma,Male,48,Chennai,Tamil Nadu,Regular Patient
C00178,Fatima Das,Female,40,Mumbai,Maharashtra,Regular Patient
C00179,Arjun Joshi,Male,54,Kochi,Kerala,Chronic Patient
C00180,Myra Agarwal,Female,19,Pune,Maharashtra,Chronic Patient
C00181,Kriti Kaur,Female,52,Chandigarh,Punjab,Chronic Patient
C00182,Gaurav Verma,Male,67,Coimbatore,Tamil Nadu,Premium Patient
C00183,Ayaan Gupta,Male,33,New Delhi,Delhi,Regular Patient
C00184,Naveen Bose,Male,65,Kanpur,Uttar Pradesh,Regular Patient
C00185,Sneha Malhotra,Female,48,Chennai,Tamil Nadu,New Patient
C00186,Saanvi Bose,Female,43,Bhubaneswar,Odisha,Regular Patient
C00187,Manish Mehta,Male,39,Bhubaneswar,Odisha,Regular Patient
C00188,Deepa Menon,Female,65,Kolkata,West Bengal,Premium Patient
C00189,Yash Mehta,Male,40,New Delhi,Delhi,Chronic Patient
C00190,Siddharth Gupta,Male,70,New Delhi,Delhi,New Patient
C00191,Vikram Chatterjee,Male,68,Ahmedabad,Gujarat,Regular Patient
C00192,Riya Sharma,Female,36,Lucknow,Uttar Pradesh,Chronic Patient
C00193,Rahul Rao,Male,41,Mumbai,Maharashtra,Regular Patient
C00194,Kabir Banerjee,Male,18,Bhopal,Madhya Pradesh,New Patient
C00195,Shreya Sharma,Female,43,Mumbai,Maharashtra,Premium Patient
C00196,Kavya Bhat,Female,45,Nagpur,Maharashtra,New Patient
C00197,Rohan Agarwal,Male,62,Kochi,Kerala,Regular Patient
C00198,Nikhil Kaur,Male,69,Bengaluru,Karnataka,Chronic Patient
C00199,Dhruv Agarwal,Male,56,Mysuru,Karnataka,Regular Patient
C00200,Ayaan Menon,Male,61,Hyderabad,Telangana,Chronic Patient
C00201,Kavita Naidu,Female,41,Patna,Bihar,Regular Patient
C00202,Kabir Shah,Male,25,Coimbatore,Tamil Nadu,Chronic Patient
C00203,Ishaan Kumar,Male,48,New Delhi,Delhi,New Patient
C00204,Vikram Agarwal,Male,62,Ahmedabad,Gujarat,Regular Patient
C00205,Rahul Mehta,Male,18,Pune,Maharashtra,New Patient
C00206,Anjali Kapoor,Female,46,Coimbatore,Tamil Nadu,Premium Patient
C00207,Ishaan Shah,Male,18,Bhubaneswar,Odisha,New Patient
C00208,Aarav Agarwal,Male,32,Chennai,Tamil Nadu,New Patient
C00209,Diya Naidu,Female,47,Lucknow,Uttar Pradesh,New Patient
C00210,Manish Ahmed,Male,69,Bengaluru,Karnataka,Premium Patient
C00211,Aanya Joshi,Female,44,Bhopal,Madhya Pradesh,New Patient
C00212,Vivaan Reddy,Male,55,Chennai,Tamil Nadu,Regular Patient
C00213,Preeti Menon,Female,48,Mumbai,Maharashtra,New Patient
C00214,Rahul Gupta,Male,33,Kolkata,West Bengal,New Patient
C00215,Saanvi Nair,Female,51,Vijayawada,Andhra Pradesh,Chronic Patient
C00216,Ira Patel,Female,25,Kolkata,West Bengal,Premium Patient
C00217,Aryan Kapoor,Male,44,Howrah,West Bengal,Chronic Patient
C00218,Anjali Das,Female,65,Bhubaneswar,Odisha,New Patient
C00219,Naveen Joshi,Male,47,Bengaluru,Karnataka,Regular Patient
C00220,Kriti Verma,Female,48,Hyderabad,Telangana,Regular Patient
C00221,Deepa Rao,Female,39,Kolkata,West Bengal,Chronic Patient
C00222,Ira Reddy,Female,20,Bhopal,Madhya Pradesh,New Patient
C00223,Krishna Sharma,Male,40,Mumbai,Maharashtra,Regular Patient
C00224,Rahul Shah,Male,58,Indore,Madhya Pradesh,Chronic Patient
C00225,Aditya Agarwal,Male,50,Mumbai,Maharashtra,Regular Patient
C00226,Kavya Mishra,Female,25,Chennai,Tamil Nadu,New Patient
C00227,Yash Chauhan,Male,18,Patna,Bihar,Chronic Patient
C00228,Myra Naidu,Female,32,Indore,Madhya Pradesh,New Patient
C00229,Kabir Khan,Male,41,Surat,Gujarat,New Patient
C00230,Gaurav Shah,Male,42,Mysuru,Karnataka,New Patient
C00231,Fatima Shah,Female,42,Pune,Maharashtra,Chronic Patient
C00232,Aditya Agarwal,Male,44,Lucknow,Uttar Pradesh,Regular Patient
C00233,Varun Menon,Male,51,Mumbai,Maharashtra,New Patient
C00234,Pranav Bose,Male,38,New Delhi,Delhi,Regular Patient
C00235,Aanya Gupta,Female,29,Ahmedabad,Gujarat,Regular Patient
C00236,Naveen Joshi,Male,53,Kanpur,Uttar Pradesh,Chronic Patient
C00237,Deepa Chauhan,Female,58,Ahmedabad,Gujarat,New Patient
C00238,Deepa Desai,Female,35,Chennai,Tamil Nadu,Regular Patient
C00239,Nikhil Mishra,Male,76,Nagpur,Maharashtra,Regular Patient
C00240,Karthik Malhotra,Male,68,Chennai,Tamil Nadu,Premium Patient
C00241,Divya Singh,Female,26,Chandigarh,Punjab,Premium Patient
C00242,Sai Ahmed,Male,18,Kolkata,West Bengal,Regular Patient
C00243,Rahul Shah,Male,41,Coimbatore,Tamil Nadu,Regular Patient
C00244,Deepa Naidu,Female,48,Kochi,Kerala,Regular Patient
C00245,Kabir Kumar,Male,76,Mumbai,Maharashtra,New Patient
C00246,Naveen Pillai,Male,75,Chennai,Tamil Nadu,Chronic Patient
C00247,Preeti Naidu,Female,55,Jaipur,Rajasthan,New Patient
C00248,Sameer Singh,Male,38,Chennai,Tamil Nadu,New Patient
C00249,Pooja Desai,Female,63,Patna,Bihar,Regular Patient
C00250,Reyansh Mishra,Male,46,Nagpur,Maharashtra,New Patient
C00251,Rahul Iyer,Male,23,Mumbai,Maharashtra,Premium Patient
C00252,Gaurav Patel,Male,24,Ahmedabad,Gujarat,Chronic Patient
C00253,Aanya Naidu,Female,38,Kanpur,Uttar Pradesh,Regular Patient
C00254,Harish Mishra,Male,60,Surat,Gujarat,New Patient
C00255,Manish Khan,Male,28,Lucknow,Uttar Pradesh,Premium Patient
C00256,Aditya Pillai,Male,38,Indore,Madhya Pradesh,Premium Patient
C00257,Divya Menon,Female,68,Pune,Maharashtra,Regular Patient
C00258,Dhruv Rao,Male,50,Bhopal,Madhya Pradesh,Regular Patient
C00259,Aisha Nair,Female,73,Gurugram,Haryana,Regular Patient
C00260,Rekha Ahmed,Female,52,Pune,Maharashtra,New Patient
C00261,Sameer Mehta,Male,60,Patna,Bihar,Premium Patient
C00262,Priya Khan,Female,38,Howrah,West Bengal,Regular Patient
C00263,Divya Ahmed,Female,69,Bhopal,Madhya Pradesh,Premium Patient
C00264,Ayaan Kumar,Male,55,Pune,Maharashtra,Regular Patient
C00265,Pooja Mishra,Female,42,Kolkata,West Bengal,Regular Patient
C00266,Rajesh Patel,Male,66,Coimbatore,Tamil Nadu,New Patient
C00267,Deepa Bose,Female,54,Hyderabad,Telangana,New Patient
C00268,Rajesh Mishra,Male,44,Gurugram,Haryana,Chronic Patient
C00269,Radha Kaur,Female,53,Bhopal,Madhya Pradesh,Regular Patient
C00270,Divya Verma,Female,30,Lucknow,Uttar Pradesh,Premium Patient
C00271,Vivaan Ahmed,Male,63,Indore,Madhya Pradesh,Premium Patient
C00272,Sai Pillai,Male,76,Bhopal,Madhya Pradesh,Chronic Patient
C00273,Saanvi Bose,Female,19,Indore,Madhya Pradesh,New Patient
C00274,Ira Menon,Female,35,Coimbatore,Tamil Nadu,Premium Patient
C00275,Kriti Agarwal,Female,34,Mumbai,Maharashtra,New Patient
C00276,Vivaan Ahmed,Male,56,Howrah,West Bengal,New Patient
C00277,Riya Malhotra,Female,47,Bengaluru,Karnataka,Regular Patient
C00278,Preeti Naidu,Female,37,Kolkata,West Bengal,Chronic Patient
C00279,Manish Chauhan,Male,40,Kochi,Kerala,New Patient
C00280,Kavita Gupta,Female,36,Nagpur,Maharashtra,Premium Patient
C00281,Manish Agarwal,Male,54,Lucknow,Uttar Pradesh,New Patient
C00282,Sunita Shah,Female,47,Bhopal,Madhya Pradesh,Regular Patient
C00283,Rekha Verma,Female,39,Patna,Bihar,New Patient
C00284,Reyansh Patel,Male,36,Lucknow,Uttar Pradesh,Regular Patient
C00285,Rekha Reddy,Female,66,Coimbatore,Tamil Nadu,Regular Patient
C00286,Naveen Das,Male,63,Mumbai,Maharashtra,New Patient
C00287,Fatima Joshi,Female,54,Kolkata,West Bengal,New Patient
C00288,Kabir Chatterjee,Male,61,Patna,Bihar,Regular Patient
C00289,Gaurav Chatterjee,Male,23,Indore,Madhya Pradesh,New Patient
C00290,Ananya Gupta,Female,28,Kochi,Kerala,Chronic Patient
C00291,Yash Shah,Male,26,New Delhi,Delhi,Regular Patient
C00292,Meera Chatterjee,Female,44,Jaipur,Rajasthan,Regular Patient
C00293,Tanya Ahmed,Female,61,Gurugram,Haryana,New Patient
C00294,Yash Singh,Male,37,Kochi,Kerala,New Patient
C00295,Priya Sharma,Female,64,Chennai,Tamil Nadu,Premium Patient
C00296,Meera Sharma,Female,35,Nagpur,Maharashtra,Chronic Patient
C00297,Kavita Verma,Female,42,Patna,Bihar,Chronic Patient
C00298,Swati Banerjee,Female,37,New Delhi,Delhi,Chronic Patient
C00299,Kavya Kapoor,Female,41,Bhubaneswar,Odisha,Chronic Patient
C00300,Isha Kapoor,Female,42,Nagpur,Maharashtra,New Patient
C00301,Vikram Chauhan,Male,18,Mumbai,Maharashtra,Chronic Patient
C00302,Myra Banerjee,Female,50,Mumbai,Maharashtra,New Patient
C00303,Rekha Chatterjee,Female,42,Chennai,Tamil Nadu,New Patient
C00304,Reyansh Gupta,Male,69,Coimbatore,Tamil Nadu,Regular Patient
C00305,Neha Reddy,Female,53,Mysuru,Karnataka,Regular Patient
C00306,Pranav Singh,Male,49,Chennai,Tamil Nadu,Chronic Patient
C00307,Swati Reddy,Female,68,Kolkata,West Bengal,Premium Patient
C00308,Rahul Kaur,Male,66,Chennai,Tamil Nadu,Chronic Patient
C00309,Gaurav Iyer,Male,70,Bengaluru,Karnataka,Chronic Patient
C00310,Vikram Patel,Male,36,Pune,Maharashtra,New Patient
C00311,Tanya Ahmed,Female,26,Mumbai,Maharashtra,Chronic Patient
C00312,Rekha Das,Female,18,Bhopal,Madhya Pradesh,Regular Patient
C00313,Nikhil Singh,Male,60,Mumbai,Maharashtra,Regular Patient
C00314,Nisha Das,Female,18,New Delhi,Delhi,Chronic Patient
C00315,Myra Chauhan,Female,47,Gurugram,Haryana,Premium Patient
C00316,Pranav Naidu,Male,58,Vijayawada,Andhra Pradesh,New Patient
C00317,Manish Gupta,Male,20,Indore,Madhya Pradesh,Regular Patient
C00318,Sunita Shah,Female,29,Vijayawada,Andhra Pradesh,Regular Patient
C00319,Diya Verma,Female,63,Kochi,Kerala,New Patient
C00320,Sai Patel,Male,52,Chennai,Tamil Nadu,Regular Patient
C00321,Pooja Singh,Female,63,Lucknow,Uttar Pradesh,New Patient
C00322,Shreya Bose,Female,48,Mumbai,Maharashtra,Chronic Patient
C00323,Aisha Bose,Female,29,New Delhi,Delhi,Chronic Patient
C00324,Kriti Bose,Female,37,Patna,Bihar,Chronic Patient
C00325,Sunita Singh,Female,59,Hyderabad,Telangana,New Patient
C00326,Rohan Ahmed,Male,19,New Delhi,Delhi,Regular Patient
C00327,Ayaan Naidu,Male,36,Howrah,West Bengal,Premium Patient
C00328,Diya Das,Female,33,Bengaluru,Karnataka,Chronic Patient
C00329,Naveen Khan,Male,43,Mumbai,Maharashtra,Premium Patient
C00330,Manish Malhotra,Male,54,Kanpur,Uttar Pradesh,Chronic Patient
C00331,Rekha Kumar,Female,62,Bengaluru,Karnataka,New Patient
C00332,Yash Rao,Male,23,Ahmedabad,Gujarat,New Patient
C00333,Ishaan Joshi,Male,30,Kolkata,West Bengal,Chronic Patient
C00334,Vivaan Desai,Male,24,Bhubaneswar,Odisha,Chronic Patient
C00335,Aarav Mehta,Male,43,Pune,Maharashtra,Premium Patient
C00336,Saanvi Naidu,Female,26,Chennai,Tamil Nadu,New Patient
C00337,Suresh Ahmed,Male,50,Gurugram,Haryana,New Patient
C00338,Gaurav Kaur,Male,28,Vijayawada,Andhra Pradesh,New Patient
C00339,Krishna Mehta,Male,65,Indore,Madhya Pradesh,Regular Patient
C00340,Sameer Iyer,Male,18,Pune,Maharashtra,Chronic Patient
C00341,Deepa Singh,Female,31,New Delhi,Delhi,Regular Patient
C00342,Anjali Patel,Female,70,Chennai,Tamil Nadu,New Patient
C00343,Rekha Mishra,Female,47,Bengaluru,Karnataka,New Patient
C00344,Pooja Malhotra,Female,36,Bengaluru,Karnataka,Regular Patient
C00345,Divya Ahmed,Female,85,Ahmedabad,Gujarat,New Patient
C00346,Rahul Agarwal,Male,39,Coimbatore,Tamil Nadu,Chronic Patient
C00347,Ira Kumar,Female,53,Pune,Maharashtra,New Patient
C00348,Meera Kapoor,Female,31,Pune,Maharashtra,New Patient
C00349,Riya Das,Female,29,Bengaluru,Karnataka,Regular Patient
C00350,Pooja Pillai,Female,54,Kolkata,West Bengal,Regular Patient
C00351,Sunita Iyer,Female,72,Surat,Gujarat,New Patient
C00352,Deepa Naidu,Female,37,Jaipur,Rajasthan,Chronic Patient
C00353,Pooja Banerjee,Female,27,Mysuru,Karnataka,New Patient
C00354,Nikhil Das,Male,60,Coimbatore,Tamil Nadu,Regular Patient
C00355,Karthik Kumar,Male,37,Mumbai,Maharashtra,New Patient
C00356,Saanvi Chauhan,Female,50,Mumbai,Maharashtra,Regular Patient
C00357,Swati Gupta,Female,36,Hyderabad,Telangana,New Patient
C00358,Anil Singh,Male,39,Indore,Madhya Pradesh,New Patient
C00359,Nisha Naidu,Female,30,Chennai,Tamil Nadu,Regular Patient
C00360,Neha Singh,Female,55,Howrah,West Bengal,Chronic Patient
C00361,Neha Ahmed,Female,50,Bhubaneswar,Odisha,Premium Patient
C00362,Priya Kapoor,Female,50,Howrah,West Bengal,New Patient
C00363,Sameer Rao,Male,33,Hyderabad,Telangana,New Patient
C00364,Naveen Iyer,Male,49,Bengaluru,Karnataka,Regular Patient
C00365,Sai Desai,Male,75,Bengaluru,Karnataka,Regular Patient
C00366,Karthik Ahmed,Male,28,Mumbai,Maharashtra,New Patient
C00367,Kriti Kapoor,Female,31,Vijayawada,Andhra Pradesh,Chronic Patient
C00368,Kriti Mishra,Female,32,Bengaluru,Karnataka,Regular Patient
C00369,Aanya Reddy,Female,46,Indore,Madhya Pradesh,Chronic Patient
C00370,Siddharth Kumar,Male,26,Jaipur,Rajasthan,Chronic Patient
C00371,Reyansh Joshi,Male,52,Lucknow,Uttar Pradesh,New Patient
C00372,Kavita Malhotra,Female,18,Kanpur,Uttar Pradesh,New Patient
C00373,Anjali Rao,Female,57,Indore,Madhya Pradesh,New Patient
